episode,noise_amplitude,noise_probability,max_fidelity
5,0.0,0.30000000000000004,0.8515447342880841
6,0.0,0.30000000000000004,0.8515447342880841
7,0.0,0.30000000000000004,0.8515447342880841
8,0.0,0.30000000000000004,0.8515447342880841
9,0.0,0.30000000000000004,0.8515447342880841
10,0.0,0.30000000000000004,0.8515447342880841
11,0.0,0.30000000000000004,0.8515447342880841
12,0.0,0.30000000000000004,0.8515447342880841
13,0.0,0.30000000000000004,0.8515447342880841
14,0.0,0.30000000000000004,0.8515447342880841
15,0.0,0.30000000000000004,0.8515447342880841
16,0.0,0.30000000000000004,0.8515447342880841
17,0.0,0.30000000000000004,0.8515447342880841
18,0.0,0.30000000000000004,0.8515447342880841
19,0.0,0.30000000000000004,0.8515447342880841
20,0.0,0.30000000000000004,0.8515447342880841
21,0.0,0.30000000000000004,0.8515447342880841
22,0.0,0.30000000000000004,0.8515447342880841
23,0.0,0.30000000000000004,0.8515447342880841
24,0.0,0.30000000000000004,0.8515447342880841
25,0.0,0.30000000000000004,0.8515447342880841
26,0.0,0.30000000000000004,0.8515447342880841
27,0.0,0.30000000000000004,0.8515447342880841
28,0.0,0.30000000000000004,0.8515447342880841
29,0.0,0.30000000000000004,0.8515447342880841
30,0.0,0.30000000000000004,0.8515447342880841
31,0.0,0.30000000000000004,0.8515447342880841
32,0.0,0.30000000000000004,0.8515447342880841
33,0.0,0.30000000000000004,0.8515447342880841
34,0.0,0.30000000000000004,0.8515447342880841
35,0.0,0.30000000000000004,0.8515447342880841
36,0.0,0.30000000000000004,0.8515447342880841
37,0.0,0.30000000000000004,0.8515447342880841
38,0.0,0.30000000000000004,0.8515447342880841
39,0.0,0.30000000000000004,0.8515447342880841
40,0.0,0.30000000000000004,0.8515447342880841
41,0.0,0.30000000000000004,0.8515447342880841
42,0.0,0.30000000000000004,0.8515447342880841
43,0.0,0.30000000000000004,0.8515447342880841
44,0.0,0.30000000000000004,0.8515447342880841
45,0.0,0.30000000000000004,0.8515447342880841
46,0.0,0.30000000000000004,0.8515447342880841
47,0.0,0.30000000000000004,0.8515447342880841
48,0.0,0.30000000000000004,0.8515447342880841
49,0.0,0.30000000000000004,0.8515447342880841
0,0.0,0.35000000000000003,0.8515447342880841
1,0.0,0.35000000000000003,0.8515447342880841
2,0.0,0.35000000000000003,0.8515447342880841
3,0.0,0.35000000000000003,0.8515447342880841
4,0.0,0.35000000000000003,0.8515447342880841
5,0.0,0.35000000000000003,0.8515447342880841
6,0.0,0.35000000000000003,0.8515447342880841
7,0.0,0.35000000000000003,0.8515447342880841
8,0.0,0.35000000000000003,0.8515447342880841
9,0.0,0.35000000000000003,0.8515447342880841
10,0.0,0.35000000000000003,0.8515447342880841
11,0.0,0.35000000000000003,0.8515447342880841
12,0.0,0.35000000000000003,0.8515447342880841
13,0.0,0.35000000000000003,0.8515447342880841
14,0.0,0.35000000000000003,0.8515447342880841
15,0.0,0.35000000000000003,0.8515447342880841
16,0.0,0.35000000000000003,0.8515447342880841
17,0.0,0.35000000000000003,0.8515447342880841
18,0.0,0.35000000000000003,0.8515447342880841
19,0.0,0.35000000000000003,0.8515447342880841
20,0.0,0.35000000000000003,0.8515447342880841
21,0.0,0.35000000000000003,0.8515447342880841
22,0.0,0.35000000000000003,0.8515447342880841
23,0.0,0.35000000000000003,0.8515447342880841
24,0.0,0.35000000000000003,0.8515447342880841
25,0.0,0.35000000000000003,0.8515447342880841
26,0.0,0.35000000000000003,0.8515447342880841
27,0.0,0.35000000000000003,0.8515447342880841
28,0.0,0.35000000000000003,0.8515447342880841
29,0.0,0.35000000000000003,0.8515447342880841
30,0.0,0.35000000000000003,0.8515447342880841
31,0.0,0.35000000000000003,0.8515447342880841
32,0.0,0.35000000000000003,0.8515447342880841
33,0.0,0.35000000000000003,0.8515447342880841
34,0.0,0.35000000000000003,0.8515447342880841
35,0.0,0.35000000000000003,0.8515447342880841
36,0.0,0.35000000000000003,0.8515447342880841
37,0.0,0.35000000000000003,0.8515447342880841
38,0.0,0.35000000000000003,0.8515447342880841
39,0.0,0.35000000000000003,0.8515447342880841
40,0.0,0.35000000000000003,0.8515447342880841
41,0.0,0.35000000000000003,0.8515447342880841
42,0.0,0.35000000000000003,0.8515447342880841
43,0.0,0.35000000000000003,0.8515447342880841
44,0.0,0.35000000000000003,0.8515447342880841
45,0.0,0.35000000000000003,0.8515447342880841
46,0.0,0.35000000000000003,0.8515447342880841
47,0.0,0.35000000000000003,0.8515447342880841
48,0.0,0.35000000000000003,0.8515447342880841
49,0.0,0.35000000000000003,0.8515447342880841
0,0.0,0.4,0.8515447342880841
1,0.0,0.4,0.8515447342880841
2,0.0,0.4,0.8515447342880841
3,0.0,0.4,0.8515447342880841
4,0.0,0.4,0.8515447342880841
5,0.0,0.4,0.8515447342880841
6,0.0,0.4,0.8515447342880841
7,0.0,0.4,0.8515447342880841
8,0.0,0.4,0.8515447342880841
9,0.0,0.4,0.8515447342880841
10,0.0,0.4,0.8515447342880841
11,0.0,0.4,0.8515447342880841
12,0.0,0.4,0.8515447342880841
13,0.0,0.4,0.8515447342880841
14,0.0,0.4,0.8515447342880841
15,0.0,0.4,0.8515447342880841
16,0.0,0.4,0.8515447342880841
17,0.0,0.4,0.8515447342880841
18,0.0,0.4,0.8515447342880841
19,0.0,0.4,0.8515447342880841
20,0.0,0.4,0.8515447342880841
21,0.0,0.4,0.8515447342880841
22,0.0,0.4,0.8515447342880841
23,0.0,0.4,0.8515447342880841
24,0.0,0.4,0.8515447342880841
25,0.0,0.4,0.8515447342880841
26,0.0,0.4,0.8515447342880841
27,0.0,0.4,0.8515447342880841
28,0.0,0.4,0.8515447342880841
29,0.0,0.4,0.8515447342880841
30,0.0,0.4,0.8515447342880841
31,0.0,0.4,0.8515447342880841
32,0.0,0.4,0.8515447342880841
33,0.0,0.4,0.8515447342880841
34,0.0,0.4,0.8515447342880841
35,0.0,0.4,0.8515447342880841
36,0.0,0.4,0.8515447342880841
37,0.0,0.4,0.8515447342880841
38,0.0,0.4,0.8515447342880841
39,0.0,0.4,0.8515447342880841
40,0.0,0.4,0.8515447342880841
41,0.0,0.4,0.8515447342880841
42,0.0,0.4,0.8515447342880841
43,0.0,0.4,0.8515447342880841
44,0.0,0.4,0.8515447342880841
45,0.0,0.4,0.8515447342880841
46,0.0,0.4,0.8515447342880841
47,0.0,0.4,0.8515447342880841
48,0.0,0.4,0.8515447342880841
49,0.0,0.4,0.8515447342880841
0,0.0,0.45,0.8515447342880841
1,0.0,0.45,0.8515447342880841
2,0.0,0.45,0.8515447342880841
3,0.0,0.45,0.8515447342880841
4,0.0,0.45,0.8515447342880841
5,0.0,0.45,0.8515447342880841
6,0.0,0.45,0.8515447342880841
7,0.0,0.45,0.8515447342880841
8,0.0,0.45,0.8515447342880841
9,0.0,0.45,0.8515447342880841
10,0.0,0.45,0.8515447342880841
11,0.0,0.45,0.8515447342880841
12,0.0,0.45,0.8515447342880841
13,0.0,0.45,0.8515447342880841
14,0.0,0.45,0.8515447342880841
15,0.0,0.45,0.8515447342880841
16,0.0,0.45,0.8515447342880841
17,0.0,0.45,0.8515447342880841
18,0.0,0.45,0.8515447342880841
19,0.0,0.45,0.8515447342880841
20,0.0,0.45,0.8515447342880841
21,0.0,0.45,0.8515447342880841
22,0.0,0.45,0.8515447342880841
23,0.0,0.45,0.8515447342880841
24,0.0,0.45,0.8515447342880841
25,0.0,0.45,0.8515447342880841
26,0.0,0.45,0.8515447342880841
27,0.0,0.45,0.8515447342880841
28,0.0,0.45,0.8515447342880841
29,0.0,0.45,0.8515447342880841
30,0.0,0.45,0.8515447342880841
31,0.0,0.45,0.8515447342880841
32,0.0,0.45,0.8515447342880841
33,0.0,0.45,0.8515447342880841
34,0.0,0.45,0.8515447342880841
35,0.0,0.45,0.8515447342880841
36,0.0,0.45,0.8515447342880841
37,0.0,0.45,0.8515447342880841
38,0.0,0.45,0.8515447342880841
39,0.0,0.45,0.8515447342880841
40,0.0,0.45,0.8515447342880841
41,0.0,0.45,0.8515447342880841
42,0.0,0.45,0.8515447342880841
43,0.0,0.45,0.8515447342880841
44,0.0,0.45,0.8515447342880841
45,0.0,0.45,0.8515447342880841
46,0.0,0.45,0.8515447342880841
47,0.0,0.45,0.8515447342880841
48,0.0,0.45,0.8515447342880841
49,0.0,0.45,0.8515447342880841
0,0.0,0.5,0.8515447342880841
1,0.0,0.5,0.8515447342880841
2,0.0,0.5,0.8515447342880841
3,0.0,0.5,0.8515447342880841
4,0.0,0.5,0.8515447342880841
5,0.0,0.5,0.8515447342880841
6,0.0,0.5,0.8515447342880841
7,0.0,0.5,0.8515447342880841
8,0.0,0.5,0.8515447342880841
9,0.0,0.5,0.8515447342880841
10,0.0,0.5,0.8515447342880841
11,0.0,0.5,0.8515447342880841
12,0.0,0.5,0.8515447342880841
13,0.0,0.5,0.8515447342880841
14,0.0,0.5,0.8515447342880841
15,0.0,0.5,0.8515447342880841
16,0.0,0.5,0.8515447342880841
17,0.0,0.5,0.8515447342880841
18,0.0,0.5,0.8515447342880841
19,0.0,0.5,0.8515447342880841
20,0.0,0.5,0.8515447342880841
21,0.0,0.5,0.8515447342880841
22,0.0,0.5,0.8515447342880841
23,0.0,0.5,0.8515447342880841
24,0.0,0.5,0.8515447342880841
25,0.0,0.5,0.8515447342880841
26,0.0,0.5,0.8515447342880841
27,0.0,0.5,0.8515447342880841
28,0.0,0.5,0.8515447342880841
29,0.0,0.5,0.8515447342880841
30,0.0,0.5,0.8515447342880841
31,0.0,0.5,0.8515447342880841
32,0.0,0.5,0.8515447342880841
33,0.0,0.5,0.8515447342880841
34,0.0,0.5,0.8515447342880841
35,0.0,0.5,0.8515447342880841
36,0.0,0.5,0.8515447342880841
37,0.0,0.5,0.8515447342880841
38,0.0,0.5,0.8515447342880841
39,0.0,0.5,0.8515447342880841
40,0.0,0.5,0.8515447342880841
41,0.0,0.5,0.8515447342880841
42,0.0,0.5,0.8515447342880841
43,0.0,0.5,0.8515447342880841
44,0.0,0.5,0.8515447342880841
45,0.0,0.5,0.8515447342880841
46,0.0,0.5,0.8515447342880841
47,0.0,0.5,0.8515447342880841
48,0.0,0.5,0.8515447342880841
49,0.0,0.5,0.8515447342880841
0,0.0,0.55,0.8515447342880841
1,0.0,0.55,0.8515447342880841
2,0.0,0.55,0.8515447342880841
3,0.0,0.55,0.8515447342880841
4,0.0,0.55,0.8515447342880841
5,0.0,0.55,0.8515447342880841
6,0.0,0.55,0.8515447342880841
7,0.0,0.55,0.8515447342880841
8,0.0,0.55,0.8515447342880841
9,0.0,0.55,0.8515447342880841
10,0.0,0.55,0.8515447342880841
11,0.0,0.55,0.8515447342880841
12,0.0,0.55,0.8515447342880841
13,0.0,0.55,0.8515447342880841
14,0.0,0.55,0.8515447342880841
15,0.0,0.55,0.8515447342880841
16,0.0,0.55,0.8515447342880841
17,0.0,0.55,0.8515447342880841
18,0.0,0.55,0.8515447342880841
19,0.0,0.55,0.8515447342880841
20,0.0,0.55,0.8515447342880841
21,0.0,0.55,0.8515447342880841
22,0.0,0.55,0.8515447342880841
23,0.0,0.55,0.8515447342880841
24,0.0,0.55,0.8515447342880841
25,0.0,0.55,0.8515447342880841
26,0.0,0.55,0.8515447342880841
27,0.0,0.55,0.8515447342880841
28,0.0,0.55,0.8515447342880841
29,0.0,0.55,0.8515447342880841
30,0.0,0.55,0.8515447342880841
31,0.0,0.55,0.8515447342880841
32,0.0,0.55,0.8515447342880841
33,0.0,0.55,0.8515447342880841
34,0.0,0.55,0.8515447342880841
35,0.0,0.55,0.8515447342880841
36,0.0,0.55,0.8515447342880841
37,0.0,0.55,0.8515447342880841
38,0.0,0.55,0.8515447342880841
39,0.0,0.55,0.8515447342880841
40,0.0,0.55,0.8515447342880841
41,0.0,0.55,0.8515447342880841
42,0.0,0.55,0.8515447342880841
43,0.0,0.55,0.8515447342880841
44,0.0,0.55,0.8515447342880841
45,0.0,0.55,0.8515447342880841
46,0.0,0.55,0.8515447342880841
47,0.0,0.55,0.8515447342880841
48,0.0,0.55,0.8515447342880841
49,0.0,0.55,0.8515447342880841
0,0.0,0.6000000000000001,0.8515447342880841
1,0.0,0.6000000000000001,0.8515447342880841
2,0.0,0.6000000000000001,0.8515447342880841
3,0.0,0.6000000000000001,0.8515447342880841
4,0.0,0.6000000000000001,0.8515447342880841
5,0.0,0.6000000000000001,0.8515447342880841
6,0.0,0.6000000000000001,0.8515447342880841
7,0.0,0.6000000000000001,0.8515447342880841
8,0.0,0.6000000000000001,0.8515447342880841
9,0.0,0.6000000000000001,0.8515447342880841
10,0.0,0.6000000000000001,0.8515447342880841
11,0.0,0.6000000000000001,0.8515447342880841
12,0.0,0.6000000000000001,0.8515447342880841
13,0.0,0.6000000000000001,0.8515447342880841
14,0.0,0.6000000000000001,0.8515447342880841
15,0.0,0.6000000000000001,0.8515447342880841
16,0.0,0.6000000000000001,0.8515447342880841
17,0.0,0.6000000000000001,0.8515447342880841
18,0.0,0.6000000000000001,0.8515447342880841
19,0.0,0.6000000000000001,0.8515447342880841
20,0.0,0.6000000000000001,0.8515447342880841
21,0.0,0.6000000000000001,0.8515447342880841
22,0.0,0.6000000000000001,0.8515447342880841
23,0.0,0.6000000000000001,0.8515447342880841
24,0.0,0.6000000000000001,0.8515447342880841
25,0.0,0.6000000000000001,0.8515447342880841
26,0.0,0.6000000000000001,0.8515447342880841
27,0.0,0.6000000000000001,0.8515447342880841
28,0.0,0.6000000000000001,0.8515447342880841
29,0.0,0.6000000000000001,0.8515447342880841
30,0.0,0.6000000000000001,0.8515447342880841
31,0.0,0.6000000000000001,0.8515447342880841
32,0.0,0.6000000000000001,0.8515447342880841
33,0.0,0.6000000000000001,0.8515447342880841
34,0.0,0.6000000000000001,0.8515447342880841
35,0.0,0.6000000000000001,0.8515447342880841
36,0.0,0.6000000000000001,0.8515447342880841
37,0.0,0.6000000000000001,0.8515447342880841
38,0.0,0.6000000000000001,0.8515447342880841
39,0.0,0.6000000000000001,0.8515447342880841
40,0.0,0.6000000000000001,0.8515447342880841
41,0.0,0.6000000000000001,0.8515447342880841
42,0.0,0.6000000000000001,0.8515447342880841
43,0.0,0.6000000000000001,0.8515447342880841
44,0.0,0.6000000000000001,0.8515447342880841
45,0.0,0.6000000000000001,0.8515447342880841
46,0.0,0.6000000000000001,0.8515447342880841
47,0.0,0.6000000000000001,0.8515447342880841
48,0.0,0.6000000000000001,0.8515447342880841
49,0.0,0.6000000000000001,0.8515447342880841
0,0.0,0.65,0.8515447342880841
1,0.0,0.65,0.8515447342880841
2,0.0,0.65,0.8515447342880841
3,0.0,0.65,0.8515447342880841
4,0.0,0.65,0.8515447342880841
5,0.0,0.65,0.8515447342880841
6,0.0,0.65,0.8515447342880841
7,0.0,0.65,0.8515447342880841
8,0.0,0.65,0.8515447342880841
9,0.0,0.65,0.8515447342880841
10,0.0,0.65,0.8515447342880841
11,0.0,0.65,0.8515447342880841
12,0.0,0.65,0.8515447342880841
13,0.0,0.65,0.8515447342880841
14,0.0,0.65,0.8515447342880841
15,0.0,0.65,0.8515447342880841
16,0.0,0.65,0.8515447342880841
17,0.0,0.65,0.8515447342880841
18,0.0,0.65,0.8515447342880841
19,0.0,0.65,0.8515447342880841
20,0.0,0.65,0.8515447342880841
21,0.0,0.65,0.8515447342880841
22,0.0,0.65,0.8515447342880841
23,0.0,0.65,0.8515447342880841
24,0.0,0.65,0.8515447342880841
25,0.0,0.65,0.8515447342880841
26,0.0,0.65,0.8515447342880841
27,0.0,0.65,0.8515447342880841
28,0.0,0.65,0.8515447342880841
29,0.0,0.65,0.8515447342880841
30,0.0,0.65,0.8515447342880841
